Gym has been unmaintained since 2022 and does not support NumPy 2.0 amongst other critical functionality.
Please upgrade to Gymnasium, the maintained drop-in replacement of Gym, or contact the authors of your software and request that they upgrade.
Users of this version of Gym should be able to simply replace 'import gym' with 'import gymnasium as gym' in the vast majority of cases.
See the migration guide at https://gymnasium.farama.org/introduction/migration_guide/ for additional information.
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: Currently logged in as: ian-vyse (bc-uncertainty) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: creating run
wandb: Tracking run with wandb version 0.19.8
wandb: Run data is saved locally in /home/vyseian/GitHub/SAILOR/wandb/run-20260114_191551-p0lotglo
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run robomimic__square/seed0_demos299
wandb: ⭐️ View project at https://wandb.ai/bc-uncertainty/SAILOR_robomimic
wandb: 🚀 View run at https://wandb.ai/bc-uncertainty/SAILOR_robomimic/runs/p0lotglo
[robosuite WARNING] No private macro file found! (macros.py:53)
[robosuite WARNING] It is recommended to use a private macro file (macros.py:54)
[robosuite WARNING] To setup, run: python /home/vyseian/miniconda3/envs/robomimic_env/lib/python3.10/site-packages/robosuite/scripts/setup_macros.py (macros.py:55)
Logdir scratch_dir/logs/robomimic__square/seed0_demos299/seed0
---------------------
Task: robomimic__square
Logging to: scratch_dir/logs/robomimic__square/seed0_demos299/seed0
Time Limit: 500 | Max Env Steps: 756756
---------------------
ROBOMIMIC WARNING(
    No private macro file found!
    It is recommended to use a private macro file
    To setup, run: python /home/vyseian/miniconda3/envs/robomimic_env/lib/python3.10/site-packages/robomimic/scripts/setup_macros.py
)
Initizalizing norm_dict with ob_dim=9 and ac_dim=7
Loaded 299 training episodes
Loaded 1 validation episodes
Min expert demo length: 123
Max expert demo length: 1051
Avg expert demo length: 268.8026755852843
Enviroment State Dim: 9, Action Dim: 7
Initialized robomimic env with action repeat: 1, time limit: 500
Initialized robomimic env with action repeat: 1, time limit: 500
Initialized robomimic env with action repeat: 1, time limit: 500
Initialized robomimic env with action repeat: 1, time limit: 500
Initialized robomimic env with action repeat: 1, time limit: 500
Initialized robomimic env with action repeat: 1, time limit: 500
Initialized robomimic env with action repeat: 1, time limit: 500
Initialized robomimic env with action repeat: 1, time limit: 500
Initialized robomimic env with action repeat: 1, time limit: 500
Initialized robomimic env with action repeat: 1, time limit: 500
Action Space: Box(-1.0, 1.0, (7,), float32). Low: [-1. -1. -1. -1. -1. -1. -1.]. High: [1. 1. 1. 1. 1. 1. 1.]
----------------No base policy path provided, begin training diffusion policy--------------
DiffusionUnet + ResNet18 has 27272407 parameters
Scheduler Initialized:  <data4robotics.trainers.base.CosineAnnealingWarmupRestarts object at 0x7a5cd8ac1660>
DP Step: 0	Log Step: 0	Loss: 68.08232116699219
EVALUATING 10 ENVIRONMENTS on SEED 0
	Average Success Rate: 0.5
	Average Total Reward: -255.76656316295515
	Average Episode Length: 367.2
	Average Total Orig Reward: 111.9334368370447
Seed: 1
Storing model weights params and loading EMA to model.
EVALUATING 10 ENVIRONMENTS on SEED 1
	Average Success Rate: 0.6
	Average Total Reward: -289.6986405371305
	Average Episode Length: 368.9
	Average Total Orig Reward: 79.80135946286947
Seed: 2
Storing model weights params and loading EMA to model.
EVALUATING 10 ENVIRONMENTS on SEED 2
	Average Success Rate: 0.7
	Average Total Reward: -286.3783385339344
	Average Episode Length: 358.2
	Average Total Orig Reward: 72.5216614660657
Seed: 3
Storing model weights params and loading EMA to model.
EVALUATING 10 ENVIRONMENTS on SEED 3
	Average Success Rate: 0.8
	Average Total Reward: -183.08668229116566
	Average Episode Length: 270.1
	Average Total Orig Reward: 87.81331770883435
Seed: 4
Storing model weights params and loading EMA to model.
EVALUATING 10 ENVIRONMENTS on SEED 4
	Average Success Rate: 0.6
	Average Total Reward: -308.8955622214064
	Average Episode Length: 373.3
	Average Total Orig Reward: 65.00443777859358
Average Success Rate: 0.64
Average Total Average Reward: -264.76515734931843
Average Episode Length: 347.54
Average Total Average Orig Reward: 83.41484265068155
Time taken: 387.46676802635193
Restoring model weights from EMA.
Checkpoint saved to scratch_dir/logs/robomimic__square/seed0_demos299/seed0/DP_Pretrain_base_policy_latest.pt at step 96000
DP Step: 96100	Log Step: 96100	Loss: 0.9793173670768738
DP Step: 96200	Log Step: 96200	Loss: 1.562502384185791
DP Step: 96300	Log Step: 96300	Loss: 0.9622639417648315
DP Step: 96400	Log Step: 96400	Loss: 1.3107482194900513
DP Step: 96500	Log Step: 96500	Loss: 1.0353422164916992
DP Step: 96600	Log Step: 96600	Loss: 0.872909665107727
DP Step: 96700	Log Step: 96700	Loss: 1.30722975730896
DP Step: 96800	Log Step: 96800	Loss: 1.3901050090789795
DP Step: 96900	Log Step: 96900	Loss: 1.2482593059539795
DP Step: 97000	Log Step: 97000	Loss: 1.1148481369018555
DP Step: 97100	Log Step: 97100	Loss: 0.9885292053222656
DP Step: 97200	Log Step: 97200	Loss: 0.9324021339416504
DP Step: 97300	Log Step: 97300	Loss: 1.1709709167480469
DP Step: 97400	Log Step: 97400	Loss: 1.6097838878631592
DP Step: 97500	Log Step: 97500	Loss: 1.2617652416229248
DP Step: 97600	Log Step: 97600	Loss: 1.5419650077819824
DP Step: 97700	Log Step: 97700	Loss: 0.9618404507637024
DP Step: 97800	Log Step: 97800	Loss: 1.3866254091262817
DP Step: 97900	Log Step: 97900	Loss: 1.2434748411178589
DP Step: 98000	Log Step: 98000	Loss: 0.9704394936561584
DP Step: 98100	Log Step: 98100	Loss: 0.8557392358779907
DP Step: 98200	Log Step: 98200	Loss: 1.873807668685913
DP Step: 98300	Log Step: 98300	Loss: 1.1918492317199707
DP Step: 98400	Log Step: 98400	Loss: 1.2354949712753296
DP Step: 98500	Log Step: 98500	Loss: 1.0360945463180542
DP Step: 98600	Log Step: 98600	Loss: 1.0484650135040283
DP Step: 98700	Log Step: 98700	Loss: 1.5221699476242065
DP Step: 98800	Log Step: 98800	Loss: 1.2820855379104614
DP Step: 98900	Log Step: 98900	Loss: 1.2673137187957764
DP Step: 99000	Log Step: 99000	Loss: 1.0937919616699219
DP Step: 99100	Log Step: 99100	Loss: 0.9094682931900024
DP Step: 99200	Log Step: 99200	Loss: 1.6584408283233643
DP Step: 99300	Log Step: 99300	Loss: 1.1493022441864014
DP Step: 99400	Log Step: 99400	Loss: 0.8989250659942627
DP Step: 99500	Log Step: 99500	Loss: 0.7710495591163635
DP Step: 99600	Log Step: 99600	Loss: 1.1876938343048096
DP Step: 99700	Log Step: 99700	Loss: 0.7842732071876526
DP Step: 99800	Log Step: 99800	Loss: 1.283994436264038
DP Step: 99900	Log Step: 99900	Loss: 1.094621181488037
DP Step: 100000	Log Step: 100000	Loss: 0.7247620224952698
DP Step: 100100	Log Step: 100100	Loss: 0.6367952823638916
DP Step: 100200	Log Step: 100200	Loss: 0.835671067237854
DP Step: 100300	Log Step: 100300	Loss: 0.9700968265533447
DP Step: 100400	Log Step: 100400	Loss: 0.5382815599441528
DP Step: 100500	Log Step: 100500	Loss: 1.1959948539733887
DP Step: 100600	Log Step: 100600	Loss: 0.5531206130981445
DP Step: 100700	Log Step: 100700	Loss: 1.442819356918335
DP Step: 100800	Log Step: 100800	Loss: 0.8808627128601074
DP Step: 100900	Log Step: 100900	Loss: 0.9665238857269287
DP Step: 101000	Log Step: 101000	Loss: 1.0093374252319336
DP Step: 101100	Log Step: 101100	Loss: 1.1792638301849365
DP Step: 101200	Log Step: 101200	Loss: 0.4531171917915344
DP Step: 101300	Log Step: 101300	Loss: 0.7169313430786133
DP Step: 101400	Log Step: 101400	Loss: 0.6105184555053711
DP Step: 101500	Log Step: 101500	Loss: 0.7887589931488037
DP Step: 101600	Log Step: 101600	Loss: 0.7575939893722534
DP Step: 101700	Log Step: 101700	Loss: 0.8646605610847473
DP Step: 101800	Log Step: 101800	Loss: 1.1521401405334473
DP Step: 101900	Log Step: 101900	Loss: 0.7781412601470947
DP Step: 102000	Log Step: 102000	Loss: 0.49107110500335693
DP Step: 102100	Log Step: 102100	Loss: 0.7964595556259155
DP Step: 102200	Log Step: 102200	Loss: 0.9015148878097534
DP Step: 102300	Log Step: 102300	Loss: 0.8781982660293579
DP Step: 102400	Log Step: 102400	Loss: 1.0096111297607422
DP Step: 102500	Log Step: 102500	Loss: 1.0893547534942627
DP Step: 102600	Log Step: 102600	Loss: 1.2262057065963745
DP Step: 102700	Log Step: 102700	Loss: 0.5411138534545898
DP Step: 102800	Log Step: 102800	Loss: 0.9605690240859985
DP Step: 102900	Log Step: 102900	Loss: 0.5115998387336731
DP Step: 103000	Log Step: 103000	Loss: 0.5379580855369568
DP Step: 103100	Log Step: 103100	Loss: 0.7167096138000488
DP Step: 103200	Log Step: 103200	Loss: 1.3264274597167969
DP Step: 103300	Log Step: 103300	Loss: 0.560100793838501
DP Step: 103400	Log Step: 103400	Loss: 0.5297444462776184
DP Step: 103500	Log Step: 103500	Loss: 0.7255215048789978
DP Step: 103600	Log Step: 103600	Loss: 0.4398804306983948
DP Step: 103700	Log Step: 103700	Loss: 0.40131983160972595
DP Step: 103800	Log Step: 103800	Loss: 0.6759156584739685
DP Step: 103900	Log Step: 103900	Loss: 0.7998272180557251
DP Step: 104000	Log Step: 104000	Loss: 0.6519390344619751
DP Step: 104100	Log Step: 104100	Loss: 0.9716396927833557
DP Step: 104200	Log Step: 104200	Loss: 1.6564152240753174
DP Step: 104300	Log Step: 104300	Loss: 0.8714412450790405
DP Step: 104400	Log Step: 104400	Loss: 0.987095832824707
DP Step: 104500	Log Step: 104500	Loss: 1.5889811515808105
DP Step: 104600	Log Step: 104600	Loss: 1.0765749216079712
DP Step: 104700	Log Step: 104700	Loss: 1.5717506408691406
DP Step: 104800	Log Step: 104800	Loss: 1.5253337621688843
DP Step: 104900	Log Step: 104900	Loss: 0.8309566974639893
DP Step: 105000	Log Step: 105000	Loss: 0.530279278755188
DP Step: 105100	Log Step: 105100	Loss: 1.4892759323120117
DP Step: 105200	Log Step: 105200	Loss: 1.0779094696044922
DP Step: 105300	Log Step: 105300	Loss: 0.81214839220047
DP Step: 105400	Log Step: 105400	Loss: 0.9346432089805603
DP Step: 105500	Log Step: 105500	Loss: 0.9937363862991333
DP Step: 105600	Log Step: 105600	Loss: 1.6206586360931396
DP Step: 105700	Log Step: 105700	Loss: 1.3499128818511963
DP Step: 105800	Log Step: 105800	Loss: 1.127519965171814
DP Step: 105900	Log Step: 105900	Loss: 0.5789207816123962
DP Step: 106000	Log Step: 106000	Loss: 1.0234450101852417
DP Step: 106100	Log Step: 106100	Loss: 0.724153995513916
DP Step: 106200	Log Step: 106200	Loss: 1.1727529764175415
DP Step: 106300	Log Step: 106300	Loss: 1.4165451526641846
DP Step: 106400	Log Step: 106400	Loss: 0.6868316531181335
DP Step: 106500	Log Step: 106500	Loss: 0.8147210478782654
DP Step: 106600	Log Step: 106600	Loss: 1.2397065162658691
DP Step: 106700	Log Step: 106700	Loss: 0.835838258266449
DP Step: 106800	Log Step: 106800	Loss: 0.7966922521591187
DP Step: 106900	Log Step: 106900	Loss: 1.2405993938446045
DP Step: 107000	Log Step: 107000	Loss: 0.7018872499465942
DP Step: 107100	Log Step: 107100	Loss: 1.148564338684082
DP Step: 107200	Log Step: 107200	Loss: 1.0228040218353271
DP Step: 107300	Log Step: 107300	Loss: 0.9408232569694519
DP Step: 107400	Log Step: 107400	Loss: 1.1570831537246704
DP Step: 107500	Log Step: 107500	Loss: 0.975936770439148
DP Step: 107600	Log Step: 107600	Loss: 1.2397096157073975
DP Step: 107700	Log Step: 107700	Loss: 0.6869287490844727
DP Step: 107800	Log Step: 107800	Loss: 0.7692846059799194
DP Step: 107900	Log Step: 107900	Loss: 1.1594563722610474
DP Step: 108000	Log Step: 108000	Loss: 0.9585506319999695
Storing model weights params and loading EMA to model.
Validation BC Loss: 1.4034838663170264
Evaluating Agent num_eval_runs: 50, num_envs: 10, NUM_RUNS: 5
Seed: 0
Storing model weights params and loading EMA to model.
EVALUATING 10 ENVIRONMENTS on SEED 0
	Average Success Rate: 0.9
	Average Total Reward: -236.27149070507443
	Average Episode Length: 303.6
	Average Total Orig Reward: 68.22850929492556
Seed: 1
Storing model weights params and loading EMA to model.
EVALUATING 10 ENVIRONMENTS on SEED 1
	Average Success Rate: 0.4
	Average Total Reward: -345.0082389794845
	Average Episode Length: 427.9
	Average Total Orig Reward: 83.29176102051548
Seed: 2
Storing model weights params and loading EMA to model.
EVALUATING 10 ENVIRONMENTS on SEED 2
	Average Success Rate: 0.7
	Average Total Reward: -289.904390687948
	Average Episode Length: 345.1
	Average Total Orig Reward: 55.89560931205197
Seed: 3
Storing model weights params and loading EMA to model.
EVALUATING 10 ENVIRONMENTS on SEED 3
	Average Success Rate: 0.7
	Average Total Reward: -244.95590787171437
	Average Episode Length: 337.7
	Average Total Orig Reward: 93.44409212828563
Seed: 4
Storing model weights params and loading EMA to model.
EVALUATING 10 ENVIRONMENTS on SEED 4
	Average Success Rate: 0.6
	Average Total Reward: -267.3452874902384
	Average Episode Length: 362.3
	Average Total Orig Reward: 95.5547125097616
Average Success Rate: 0.66
Average Total Average Reward: -276.69706314689194
Average Episode Length: 355.32
Average Total Average Orig Reward: 79.28293685310805
Time taken: 388.52798318862915
Restoring model weights from EMA.
Checkpoint saved to scratch_dir/logs/robomimic__square/seed0_demos299/seed0/DP_Pretrain_base_policy_latest.pt at step 108000
DP Step: 108100	Log Step: 108100	Loss: 0.7518003582954407
DP Step: 108200	Log Step: 108200	Loss: 1.1493028402328491
DP Step: 108300	Log Step: 108300	Loss: 0.8192938566207886
DP Step: 108400	Log Step: 108400	Loss: 1.2605645656585693
DP Step: 108500	Log Step: 108500	Loss: 0.8748048543930054
DP Step: 108600	Log Step: 108600	Loss: 0.7930946350097656
DP Step: 108700	Log Step: 108700	Loss: 1.1179615259170532
DP Step: 108800	Log Step: 108800	Loss: 1.3244662284851074
DP Step: 108900	Log Step: 108900	Loss: 0.8195734024047852
DP Step: 109000	Log Step: 109000	Loss: 0.7372869253158569
DP Step: 109100	Log Step: 109100	Loss: 0.7797472476959229
DP Step: 109200	Log Step: 109200	Loss: 0.6691732406616211
DP Step: 109300	Log Step: 109300	Loss: 1.0089507102966309
DP Step: 109400	Log Step: 109400	Loss: 0.8719456791877747
DP Step: 109500	Log Step: 109500	Loss: 0.878533124923706
DP Step: 109600	Log Step: 109600	Loss: 0.9448457956314087
DP Step: 109700	Log Step: 109700	Loss: 0.6320925951004028
DP Step: 109800	Log Step: 109800	Loss: 0.8779725432395935
DP Step: 109900	Log Step: 109900	Loss: 0.8748330473899841
DP Step: 110000	Log Step: 110000	Loss: 0.7962956428527832
DP Step: 110100	Log Step: 110100	Loss: 0.5066566467285156
DP Step: 110200	Log Step: 110200	Loss: 1.470277190208435
DP Step: 110300	Log Step: 110300	Loss: 0.6542907953262329
DP Step: 110400	Log Step: 110400	Loss: 0.7805646657943726
DP Step: 110500	Log Step: 110500	Loss: 0.8491326570510864
DP Step: 110600	Log Step: 110600	Loss: 0.590641438961029
DP Step: 110700	Log Step: 110700	Loss: 1.3717236518859863
DP Step: 110800	Log Step: 110800	Loss: 0.8190258741378784
DP Step: 110900	Log Step: 110900	Loss: 1.1441638469696045
DP Step: 111000	Log Step: 111000	Loss: 0.6426379680633545
DP Step: 111100	Log Step: 111100	Loss: 0.5703480243682861
DP Step: 111200	Log Step: 111200	Loss: 1.0083168745040894
DP Step: 111300	Log Step: 111300	Loss: 1.2176313400268555
DP Step: 111400	Log Step: 111400	Loss: 0.5207908749580383
DP Step: 111500	Log Step: 111500	Loss: 0.5535116195678711
DP Step: 111600	Log Step: 111600	Loss: 0.8543883562088013
DP Step: 111700	Log Step: 111700	Loss: 0.5976255536079407
DP Step: 111800	Log Step: 111800	Loss: 0.6485607028007507
DP Step: 111900	Log Step: 111900	Loss: 0.8611446619033813
DP Step: 112000	Log Step: 112000	Loss: 0.3744279444217682
DP Step: 112100	Log Step: 112100	Loss: 0.8146836161613464
DP Step: 112200	Log Step: 112200	Loss: 0.8791831135749817
DP Step: 112300	Log Step: 112300	Loss: 0.9874402284622192
DP Step: 112400	Log Step: 112400	Loss: 0.8226152658462524
DP Step: 112500	Log Step: 112500	Loss: 1.0550448894500732
DP Step: 112600	Log Step: 112600	Loss: 0.635338544845581
DP Step: 112700	Log Step: 112700	Loss: 1.5659549236297607
DP Step: 112800	Log Step: 112800	Loss: 0.9478216171264648
DP Step: 112900	Log Step: 112900	Loss: 0.9446802139282227
DP Step: 113000	Log Step: 113000	Loss: 1.2617428302764893
DP Step: 113100	Log Step: 113100	Loss: 1.067760705947876
DP Step: 113200	Log Step: 113200	Loss: 0.7015433311462402
DP Step: 113300	Log Step: 113300	Loss: 0.7480983734130859
DP Step: 113400	Log Step: 113400	Loss: 0.6621873378753662
DP Step: 113500	Log Step: 113500	Loss: 1.192712426185608
Storing model weights params and loading EMA to model.
Validation BC Loss: 1.4836728406815807
Evaluating Agent num_eval_runs: 50, num_envs: 10, NUM_RUNS: 5
Seed: 0
Storing model weights params and loading EMA to model.
EVALUATING 10 ENVIRONMENTS on SEED 0
	Average Success Rate: 0.6
	Average Total Reward: -237.66882341515824
	Average Episode Length: 340.3
	Average Total Orig Reward: 103.23117658484179
Seed: 1
Storing model weights params and loading EMA to model.
EVALUATING 10 ENVIRONMENTS on SEED 1
	Average Success Rate: 0.2
	Average Total Reward: -328.9076044512534
	Average Episode Length: 437.1
	Average Total Orig Reward: 108.39239554874659
Seed: 2
Storing model weights params and loading EMA to model.
EVALUATING 10 ENVIRONMENTS on SEED 2
	Average Success Rate: 0.6
	Average Total Reward: -285.4306951038618
	Average Episode Length: 354.6
	Average Total Orig Reward: 69.76930489613899
Seed: 3
Storing model weights params and loading EMA to model.
EVALUATING 10 ENVIRONMENTS on SEED 3
	Average Success Rate: 0.5
	Average Total Reward: -276.5538894350764
	Average Episode Length: 370.7
	Average Total Orig Reward: 94.64611056492349
Seed: 4
Storing model weights params and loading EMA to model.
EVALUATING 10 ENVIRONMENTS on SEED 4
	Average Success Rate: 0.3
	Average Total Reward: -322.24119379610414
	Average Episode Length: 441.5
	Average Total Orig Reward: 119.55880620389571
Average Success Rate: 0.43999999999999995
Average Total Average Reward: -290.1604412402908
Average Episode Length: 388.84000000000003
Average Total Average Orig Reward: 99.1195587597093
Time taken: 406.505731344223
Restoring model weights from EMA.
Checkpoint saved to scratch_dir/logs/robomimic__square/seed0_demos299/seed0/DP_Pretrain_base_policy_latest.pt at step 113579

-----------------Begin training SAILOR --------------
Initializing SAILORTrainer with init_step: 113580
DiffusionUnet + ResNet18 has 27272407 parameters
Scheduler Initialized:  <data4robotics.trainers.base.CosineAnnealingWarmupRestarts object at 0x7a5bd9e36fb0>
Loading DP checkpoint from:  scratch_dir/logs/robomimic__square/seed0_demos299/seed0/DP_Pretrain_base_policy_latest.pt
Encoder CNN shapes: {'agentview_image': (64, 64, 3), 'robot0_eye_in_hand_image': (64, 64, 3)}
Encoder MLP shapes: {'state': (9,)}
Decoder CNN shapes: {'agentview_image': (64, 64, 3), 'robot0_eye_in_hand_image': (64, 64, 3)}
Decoder MLP shapes: {'state': (9,)}
Optimizer model_opt has 25034640 variables.
Optimizer discrim_opt has 1051137 variables.
Optimizer value_opt has 5255685 variables.
Compiling models

-------------Warmstarting WM + Critic-------------
Number of steps to collect for warmstart: 151351            
Number of warm start itrs: 227026
Collecting warm start trajectories...
Initialized DiffusionPolicyAgent with noise_std: 0.1
Collecting 151351 steps, Num Envs: 10
Storing model weights params and loading EMA to model.
Collected 0/151351, collecting more...
Added Env IDX: 0, Traj Len: 242, Total Reward: -174.15158445289185
Added Env IDX: 1, Traj Len: 500, Total Reward: -461.23649856557415
Added Env IDX: 2, Traj Len: 162, Total Reward: -113.40141360735262
Added Env IDX: 3, Traj Len: 303, Total Reward: -184.56108294007882
Added Env IDX: 4, Traj Len: 366, Total Reward: -255.65844319371786
Added Env IDX: 5, Traj Len: 159, Total Reward: -105.74980883697839
Added Env IDX: 6, Traj Len: 161, Total Reward: -109.40405749501859
Added Env IDX: 7, Traj Len: 405, Total Reward: -198.01648205349278
Added Env IDX: 8, Traj Len: 500, Total Reward: -351.8448028021187
Added Env IDX: 9, Traj Len: 376, Total Reward: -209.81746307298647
Storing model weights params and loading EMA to model.
Collected 3174/151351, collecting more...
Added Env IDX: 0, Traj Len: 500, Total Reward: -495.542800600893
Added Env IDX: 1, Traj Len: 258, Total Reward: -187.3410451015904
Added Env IDX: 2, Traj Len: 500, Total Reward: -269.0911150851365
Added Env IDX: 3, Traj Len: 500, Total Reward: -482.3015390341332
Added Env IDX: 4, Traj Len: 500, Total Reward: -280.7078380915258
Added Env IDX: 5, Traj Len: 500, Total Reward: -354.1740456746927
Added Env IDX: 6, Traj Len: 500, Total Reward: -482.3267688791246
Added Env IDX: 7, Traj Len: 186, Total Reward: -128.62757540513974
Added Env IDX: 8, Traj Len: 500, Total Reward: -472.6249608612036
Added Env IDX: 9, Traj Len: 500, Total Reward: -484.809337185705
Storing model weights params and loading EMA to model.
Collected 7618/151351, collecting more...
Added Env IDX: 0, Traj Len: 197, Total Reward: -123.0403488270845
Added Env IDX: 1, Traj Len: 283, Total Reward: -235.08613103547455
Added Env IDX: 2, Traj Len: 500, Total Reward: -345.97255528912575
Added Env IDX: 3, Traj Len: 500, Total Reward: -495.4720241386288
Added Env IDX: 4, Traj Len: 226, Total Reward: -177.36865420808795
Added Env IDX: 5, Traj Len: 214, Total Reward: -129.2278241215843
Added Env IDX: 6, Traj Len: 232, Total Reward: -166.48546967832215
Added Env IDX: 7, Traj Len: 500, Total Reward: -490.1955667316537
Added Env IDX: 8, Traj Len: 500, Total Reward: -490.0932110663867
Added Env IDX: 9, Traj Len: 500, Total Reward: -479.90901614309973
Storing model weights params and loading EMA to model.
Collected 11270/151351, collecting more...
Added Env IDX: 0, Traj Len: 500, Total Reward: -413.69374536077555
Added Env IDX: 1, Traj Len: 206, Total Reward: -137.40436781516848
Added Env IDX: 2, Traj Len: 225, Total Reward: -161.80770483456604
Added Env IDX: 3, Traj Len: 500, Total Reward: -484.84201158010615
Added Env IDX: 4, Traj Len: 279, Total Reward: -173.3710729204683
Added Env IDX: 5, Traj Len: 186, Total Reward: -135.2419442342469
Added Env IDX: 6, Traj Len: 214, Total Reward: -139.77423328647063
Added Env IDX: 7, Traj Len: 500, Total Reward: -363.1182248927614
Added Env IDX: 8, Traj Len: 500, Total Reward: -471.04487939353726
Added Env IDX: 9, Traj Len: 500, Total Reward: -494.64103271482827
Storing model weights params and loading EMA to model.
Collected 14880/151351, collecting more...
Added Env IDX: 0, Traj Len: 352, Total Reward: -201.16966972468026
Added Env IDX: 1, Traj Len: 182, Total Reward: -130.83289092924355
Added Env IDX: 2, Traj Len: 500, Total Reward: -448.7708202588408
Added Env IDX: 3, Traj Len: 250, Total Reward: -178.80671520216075
Added Env IDX: 4, Traj Len: 500, Total Reward: -494.87404533566576
Added Env IDX: 5, Traj Len: 500, Total Reward: -454.25086777775243
Added Env IDX: 6, Traj Len: 500, Total Reward: -479.7283210754815
Added Env IDX: 7, Traj Len: 500, Total Reward: -376.4857021111148
Added Env IDX: 8, Traj Len: 500, Total Reward: -495.79517781778014
Added Env IDX: 9, Traj Len: 500, Total Reward: -489.4350542193284
Storing model weights params and loading EMA to model.
Collected 19164/151351, collecting more...
Added Env IDX: 0, Traj Len: 500, Total Reward: -494.64138710331105
Added Env IDX: 1, Traj Len: 219, Total Reward: -147.09034419884162
Added Env IDX: 2, Traj Len: 500, Total Reward: -473.8599656789181
Added Env IDX: 3, Traj Len: 241, Total Reward: -190.75558673039575
Added Env IDX: 4, Traj Len: 500, Total Reward: -242.05588992389693
Added Env IDX: 5, Traj Len: 346, Total Reward: -238.92824173548595
Added Env IDX: 6, Traj Len: 500, Total Reward: -472.6435688982851
Added Env IDX: 7, Traj Len: 500, Total Reward: -391.60129779070894
Added Env IDX: 8, Traj Len: 172, Total Reward: -112.17507108025251
Added Env IDX: 9, Traj Len: 243, Total Reward: -183.95784897075612
Storing model weights params and loading EMA to model.
Collected 22885/151351, collecting more...
Added Env IDX: 0, Traj Len: 500, Total Reward: -484.87470713173855
Added Env IDX: 1, Traj Len: 366, Total Reward: -235.98807776685518
Added Env IDX: 2, Traj Len: 500, Total Reward: -477.72946166645715
Added Env IDX: 3, Traj Len: 220, Total Reward: -136.76771089864928
Added Env IDX: 4, Traj Len: 287, Total Reward: -176.49036795605815
Added Env IDX: 5, Traj Len: 308, Total Reward: -213.0428617038924
Added Env IDX: 6, Traj Len: 202, Total Reward: -130.14324480341628
Added Env IDX: 7, Traj Len: 500, Total Reward: -491.4087646435777
Added Env IDX: 8, Traj Len: 200, Total Reward: -125.24583956368276
Added Env IDX: 9, Traj Len: 203, Total Reward: -126.94535218138628
Storing model weights params and loading EMA to model.
Collected 26171/151351, collecting more...
Added Env IDX: 0, Traj Len: 500, Total Reward: -373.97953308971876
Added Env IDX: 1, Traj Len: 500, Total Reward: -494.2325934748494
Added Env IDX: 2, Traj Len: 189, Total Reward: -134.45278732664394
Added Env IDX: 3, Traj Len: 345, Total Reward: -239.72814960886407
Added Env IDX: 4, Traj Len: 500, Total Reward: -495.13372387898494
Added Env IDX: 5, Traj Len: 500, Total Reward: -371.5274791011441
Added Env IDX: 6, Traj Len: 500, Total Reward: -348.9939057098564
Added Env IDX: 7, Traj Len: 500, Total Reward: -384.46760409058595
Added Env IDX: 8, Traj Len: 500, Total Reward: -492.5787483184756
Added Env IDX: 9, Traj Len: 187, Total Reward: -142.29792819598111
Storing model weights params and loading EMA to model.
Collected 30392/151351, collecting more...
Added Env IDX: 0, Traj Len: 500, Total Reward: -313.757854292115
Added Env IDX: 1, Traj Len: 500, Total Reward: -479.03256901212285
Added Env IDX: 2, Traj Len: 382, Total Reward: -257.45788429966456
Added Env IDX: 3, Traj Len: 194, Total Reward: -132.16969323603448
Added Env IDX: 4, Traj Len: 399, Total Reward: -228.14691446998165
Added Env IDX: 5, Traj Len: 500, Total Reward: -342.46186368258867
Added Env IDX: 6, Traj Len: 276, Total Reward: -218.46017068400766
Added Env IDX: 7, Traj Len: 500, Total Reward: -487.1590789703931
Added Env IDX: 8, Traj Len: 500, Total Reward: -488.10845654572967
Added Env IDX: 9, Traj Len: 500, Total Reward: -488.56332153637663
Storing model weights params and loading EMA to model.
Collected 34643/151351, collecting more...
Added Env IDX: 0, Traj Len: 179, Total Reward: -134.67294426764084
Added Env IDX: 1, Traj Len: 500, Total Reward: -475.8935795437083
Added Env IDX: 2, Traj Len: 317, Total Reward: -231.1866798215429
Added Env IDX: 3, Traj Len: 500, Total Reward: -473.15543799999386
Added Env IDX: 4, Traj Len: 214, Total Reward: -143.12563435013243
Added Env IDX: 5, Traj Len: 500, Total Reward: -419.71098915506786
Added Env IDX: 6, Traj Len: 216, Total Reward: -159.88189929732036
Added Env IDX: 7, Traj Len: 204, Total Reward: -131.3578687238385
Added Env IDX: 8, Traj Len: 500, Total Reward: -494.3573243110339
Added Env IDX: 9, Traj Len: 191, Total Reward: -127.60595546864604
Storing model weights params and loading EMA to model.
Collected 37964/151351, collecting more...
Added Env IDX: 0, Traj Len: 500, Total Reward: -486.4104341634736
Added Env IDX: 1, Traj Len: 500, Total Reward: -404.99504359261516
Added Env IDX: 2, Traj Len: 183, Total Reward: -125.83630238739131
Added Env IDX: 3, Traj Len: 168, Total Reward: -106.09777478335151
Added Env IDX: 4, Traj Len: 450, Total Reward: -309.73180256210577
Added Env IDX: 5, Traj Len: 172, Total Reward: -125.88248140187054
Added Env IDX: 6, Traj Len: 224, Total Reward: -169.900910194394
